id,script_id,language,label,scenario,wake_variant,text,normalized_text,template_id,split_group,split,source_id,source_license
v4s_ko_702212c938c94046,v4s_ko_702212c938c94046,ko,negative,ordinary_negative,,아까 몇 시에 출발할 거야?,아까 몇 시에 출발할 거야,v4s_ko_702212c938c94046,v4s_ko_702212c938c94046,train,okja_original_scripts,project-owned original text
v4s_ko_f1390338896c1649,v4s_ko_f1390338896c1649,ko,negative,ordinary_negative,,집에 오면 몇 시에 출발할 거야?,집에 오면 몇 시에 출발할 거야,v4s_ko_f1390338896c1649,v4s_ko_f1390338896c1649,train,okja_original_scripts,project-owned original text
v4s_ko_2934438231e639be,v4s_ko_2934438231e639be,ko,negative,ordinary_negative,,텔레비전 보다가 택배 어디 뒀어?,텔레비전 보다가 택배 어디 뒀어,v4s_ko_2934438231e639be,v4s_ko_2934438231e639be,train,okja_original_scripts,project-owned original text
v4s_ko_66bbf0e83d67b901,v4s_ko_66bbf0e83d67b901,ko,negative,ordinary_negative,,밥 먹고 이거 어디에서 샀어?,밥 먹고 이거 어디에서 샀어,v4s_ko_66bbf0e83d67b901,v4s_ko_66bbf0e83d67b901,train,okja_original_scripts,project-owned original text
v4s_ko_8bb29ab480e8beb2,v4s_ko_8bb29ab480e8beb2,ko,negative,ordinary_negative,,밖에 나가기 전에 조금 있다가 다시 이야기하자.,밖에 나가기 전에 조금 있다가 다시 이야기하자,v4s_ko_8bb29ab480e8beb2,v4s_ko_8bb29ab480e8beb2,train,okja_original_scripts,project-owned original text
v4s_ko_8be13178ec684916,v4s_ko_8be13178ec684916,ko,negative,ordinary_negative,,저녁에 잠깐만 기다려 봐.,저녁에 잠깐만 기다려 봐,v4s_ko_8be13178ec684916,v4s_ko_8be13178ec684916,train,okja_original_scripts,project-owned original text
v4s_ko_8633f4c49d769f26,v4s_ko_8633f4c49d769f26,ko,negative,ordinary_negative,,오늘 냉장고에 넣어 놨어.,오늘 냉장고에 넣어 놨어,v4s_ko_8633f4c49d769f26,v4s_ko_8633f4c49d769f26,train,okja_original_scripts,project-owned original text
v4s_ko_99cb926fa78f8605,v4s_ko_99cb926fa78f8605,ko,negative,ordinary_negative,,점심에 조금 있다가 다시 이야기하자.,점심에 조금 있다가 다시 이야기하자,v4s_ko_99cb926fa78f8605,v4s_ko_99cb926fa78f8605,train,okja_original_scripts,project-owned original text
v4s_ko_a9e27d84e2c3cbc5,v4s_ko_a9e27d84e2c3cbc5,ko,negative,ordinary_negative,,아까 택배 어디 뒀어?,아까 택배 어디 뒀어,v4s_ko_a9e27d84e2c3cbc5,v4s_ko_a9e27d84e2c3cbc5,validation,okja_original_scripts,project-owned original text
v4s_ko_cba2ea8144fd661c,v4s_ko_cba2ea8144fd661c,ko,negative,ordinary_negative,,밥 먹고 택배 어디 뒀어?,밥 먹고 택배 어디 뒀어,v4s_ko_cba2ea8144fd661c,v4s_ko_cba2ea8144fd661c,train,okja_original_scripts,project-owned original text
v4s_ko_386364d0cb8a5e19,v4s_ko_386364d0cb8a5e19,ko,negative,ordinary_negative,,내일 조금 있다가 다시 이야기하자.,내일 조금 있다가 다시 이야기하자,v4s_ko_386364d0cb8a5e19,v4s_ko_386364d0cb8a5e19,train,okja_original_scripts,project-owned original text
v4s_ko_f43dcf2ec07638d4,v4s_ko_f43dcf2ec07638d4,ko,negative,ordinary_negative,,밥 먹고 소리가 너무 큰 것 같아.,밥 먹고 소리가 너무 큰 것 같아,v4s_ko_f43dcf2ec07638d4,v4s_ko_f43dcf2ec07638d4,train,okja_original_scripts,project-owned original text
v4s_ko_3a62cefe3daa849d,v4s_ko_3a62cefe3daa849d,ko,negative,ordinary_negative,,저녁에 문이 열려 있는 것 같은데.,저녁에 문이 열려 있는 것 같은데,v4s_ko_3a62cefe3daa849d,v4s_ko_3a62cefe3daa849d,validation,okja_original_scripts,project-owned original text
v4s_ko_1cde4a4f0c9f4902,v4s_ko_1cde4a4f0c9f4902,ko,negative,ordinary_negative,,아까 오늘은 집에서 쉬고 싶어.,아까 오늘은 집에서 쉬고 싶어,v4s_ko_1cde4a4f0c9f4902,v4s_ko_1cde4a4f0c9f4902,train,okja_original_scripts,project-owned original text
v4s_ko_2b50ab94d9869be3,v4s_ko_2b50ab94d9869be3,ko,negative,ordinary_negative,,아까 커피 한 잔 마실래?,아까 커피 한 잔 마실래,v4s_ko_2b50ab94d9869be3,v4s_ko_2b50ab94d9869be3,train,okja_original_scripts,project-owned original text
v4s_ko_3c770d5e47581db7,v4s_ko_3c770d5e47581db7,ko,negative,ordinary_negative,,집에 오면 비가 오는 것 같아.,집에 오면 비가 오는 것 같아,v4s_ko_3c770d5e47581db7,v4s_ko_3c770d5e47581db7,train,okja_original_scripts,project-owned original text
v4s_ko_809567dd09dd1245,v4s_ko_809567dd09dd1245,ko,negative,ordinary_negative,,점심에 냉장고에 넣어 놨어.,점심에 냉장고에 넣어 놨어,v4s_ko_809567dd09dd1245,v4s_ko_809567dd09dd1245,train,okja_original_scripts,project-owned original text
v4s_ko_392048de6ab7e504,v4s_ko_392048de6ab7e504,ko,negative,ordinary_negative,,밖에 나가기 전에 냉장고에 넣어 놨어.,밖에 나가기 전에 냉장고에 넣어 놨어,v4s_ko_392048de6ab7e504,v4s_ko_392048de6ab7e504,train,okja_original_scripts,project-owned original text
v4s_ko_0b7eabac4e1ff9a6,v4s_ko_0b7eabac4e1ff9a6,ko,negative,ordinary_negative,,아까 조금 있다가 다시 이야기하자.,아까 조금 있다가 다시 이야기하자,v4s_ko_0b7eabac4e1ff9a6,v4s_ko_0b7eabac4e1ff9a6,train,okja_original_scripts,project-owned original text
v4s_ko_33f521535d29125f,v4s_ko_33f521535d29125f,ko,negative,ordinary_negative,,오늘 조금 있다가 다시 이야기하자.,오늘 조금 있다가 다시 이야기하자,v4s_ko_33f521535d29125f,v4s_ko_33f521535d29125f,validation,okja_original_scripts,project-owned original text
v4s_ko_81aa4d54a7c7ca71,v4s_ko_81aa4d54a7c7ca71,ko,negative,ordinary_negative,,점심에 커피 한 잔 마실래?,점심에 커피 한 잔 마실래,v4s_ko_81aa4d54a7c7ca71,v4s_ko_81aa4d54a7c7ca71,train,okja_original_scripts,project-owned original text
v4s_ko_affffb58389eae6c,v4s_ko_affffb58389eae6c,ko,negative,ordinary_negative,,오늘 뭐 먹을까?,오늘 뭐 먹을까,v4s_ko_affffb58389eae6c,v4s_ko_affffb58389eae6c,train,okja_original_scripts,project-owned original text
v4s_ko_85575e5c1a5494d9,v4s_ko_85575e5c1a5494d9,ko,negative,ordinary_negative,,내일 오늘은 집에서 쉬고 싶어.,내일 오늘은 집에서 쉬고 싶어,v4s_ko_85575e5c1a5494d9,v4s_ko_85575e5c1a5494d9,train,okja_original_scripts,project-owned original text
v4s_ko_e9ea74dce37669ea,v4s_ko_e9ea74dce37669ea,ko,negative,ordinary_negative,,주말에 몇 시에 출발할 거야?,주말에 몇 시에 출발할 거야,v4s_ko_e9ea74dce37669ea,v4s_ko_e9ea74dce37669ea,train,okja_original_scripts,project-owned original text
v4s_ko_764232be68d45267,v4s_ko_764232be68d45267,ko,negative,ordinary_negative,,주말에 뭐 먹을까?,주말에 뭐 먹을까,v4s_ko_764232be68d45267,v4s_ko_764232be68d45267,train,okja_original_scripts,project-owned original text
v4s_ko_3bb262f660daf7cd,v4s_ko_3bb262f660daf7cd,ko,negative,ordinary_negative,,밖에 나가기 전에 잠깐만 기다려 봐.,밖에 나가기 전에 잠깐만 기다려 봐,v4s_ko_3bb262f660daf7cd,v4s_ko_3bb262f660daf7cd,train,okja_original_scripts,project-owned original text
v4s_ko_30a3035431b9e217,v4s_ko_30a3035431b9e217,ko,negative,ordinary_negative,,내일 커피 한 잔 마실래?,내일 커피 한 잔 마실래,v4s_ko_30a3035431b9e217,v4s_ko_30a3035431b9e217,validation,okja_original_scripts,project-owned original text
v4s_ko_8b28ab57497c002f,v4s_ko_8b28ab57497c002f,ko,negative,ordinary_negative,,밖에 나가기 전에 몇 시에 출발할 거야?,밖에 나가기 전에 몇 시에 출발할 거야,v4s_ko_8b28ab57497c002f,v4s_ko_8b28ab57497c002f,train,okja_original_scripts,project-owned original text
v4s_ko_fcb92f567e74f4aa,v4s_ko_fcb92f567e74f4aa,ko,negative,ordinary_negative,,아까 잠깐만 기다려 봐.,아까 잠깐만 기다려 봐,v4s_ko_fcb92f567e74f4aa,v4s_ko_fcb92f567e74f4aa,train,okja_original_scripts,project-owned original text
v4s_ko_50b9aaa6d17e4f3a,v4s_ko_50b9aaa6d17e4f3a,ko,negative,ordinary_negative,,집에 오면 그 사람 이름이 뭐였지?,집에 오면 그 사람 이름이 뭐였지,v4s_ko_50b9aaa6d17e4f3a,v4s_ko_50b9aaa6d17e4f3a,validation,okja_original_scripts,project-owned original text
v4s_ko_f346c3978e935b54,v4s_ko_f346c3978e935b54,ko,negative,ordinary_negative,,지금 이거 어디에서 샀어?,지금 이거 어디에서 샀어,v4s_ko_f346c3978e935b54,v4s_ko_f346c3978e935b54,train,okja_original_scripts,project-owned original text
v4s_ko_31fba97d4196c8e0,v4s_ko_31fba97d4196c8e0,ko,negative,ordinary_negative,,텔레비전 보다가 이거 어디에서 샀어?,텔레비전 보다가 이거 어디에서 샀어,v4s_ko_31fba97d4196c8e0,v4s_ko_31fba97d4196c8e0,train,okja_original_scripts,project-owned original text
v4s_ko_28500fa2ef7d625b,v4s_ko_28500fa2ef7d625b,ko,negative,ordinary_negative,,텔레비전 보다가 문이 열려 있는 것 같은데.,텔레비전 보다가 문이 열려 있는 것 같은데,v4s_ko_28500fa2ef7d625b,v4s_ko_28500fa2ef7d625b,train,okja_original_scripts,project-owned original text
v4s_ko_3cf6e0d7e786e278,v4s_ko_3cf6e0d7e786e278,ko,negative,ordinary_negative,,저녁에 전화가 계속 오네.,저녁에 전화가 계속 오네,v4s_ko_3cf6e0d7e786e278,v4s_ko_3cf6e0d7e786e278,train,okja_original_scripts,project-owned original text
v4s_ko_c5b9324132c9c25f,v4s_ko_c5b9324132c9c25f,ko,negative,ordinary_negative,,밥 먹고 전화가 계속 오네.,밥 먹고 전화가 계속 오네,v4s_ko_c5b9324132c9c25f,v4s_ko_c5b9324132c9c25f,train,okja_original_scripts,project-owned original text
v4s_ko_166de8686e3cd857,v4s_ko_166de8686e3cd857,ko,negative,ordinary_negative,,아까 뭐 먹을까?,아까 뭐 먹을까,v4s_ko_166de8686e3cd857,v4s_ko_166de8686e3cd857,train,okja_original_scripts,project-owned original text
v4s_ko_7963c7600c382cba,v4s_ko_7963c7600c382cba,ko,negative,ordinary_negative,,주말에 커피 한 잔 마실래?,주말에 커피 한 잔 마실래,v4s_ko_7963c7600c382cba,v4s_ko_7963c7600c382cba,train,okja_original_scripts,project-owned original text
v4s_ko_259d7f3324866a67,v4s_ko_259d7f3324866a67,ko,negative,ordinary_negative,,오늘 창문 좀 닫아줘.,오늘 창문 좀 닫아줘,v4s_ko_259d7f3324866a67,v4s_ko_259d7f3324866a67,train,okja_original_scripts,project-owned original text
v4s_ko_cf4562d65e5dafae,v4s_ko_cf4562d65e5dafae,ko,negative,ordinary_negative,,밥 먹고 냉장고에 넣어 놨어.,밥 먹고 냉장고에 넣어 놨어,v4s_ko_cf4562d65e5dafae,v4s_ko_cf4562d65e5dafae,train,okja_original_scripts,project-owned original text
v4s_ko_4d11260f6c30799a,v4s_ko_4d11260f6c30799a,ko,negative,ordinary_negative,,집에 오면 냉장고에 넣어 놨어.,집에 오면 냉장고에 넣어 놨어,v4s_ko_4d11260f6c30799a,v4s_ko_4d11260f6c30799a,train,okja_original_scripts,project-owned original text
v4s_ko_375179abce742510,v4s_ko_375179abce742510,ko,negative,ordinary_negative,,텔레비전 보다가 몇 시에 출발할 거야?,텔레비전 보다가 몇 시에 출발할 거야,v4s_ko_375179abce742510,v4s_ko_375179abce742510,validation,okja_original_scripts,project-owned original text
v4s_ko_53b9f773db2cb7e3,v4s_ko_53b9f773db2cb7e3,ko,negative,ordinary_negative,,전화 끝나고 몇 시에 출발할 거야?,전화 끝나고 몇 시에 출발할 거야,v4s_ko_53b9f773db2cb7e3,v4s_ko_53b9f773db2cb7e3,train,okja_original_scripts,project-owned original text
v4s_ko_67e337337ef077c6,v4s_ko_67e337337ef077c6,ko,negative,ordinary_negative,,점심에 오늘은 집에서 쉬고 싶어.,점심에 오늘은 집에서 쉬고 싶어,v4s_ko_67e337337ef077c6,v4s_ko_67e337337ef077c6,validation,okja_original_scripts,project-owned original text
v4s_ko_a1bd10bcd28e8616,v4s_ko_a1bd10bcd28e8616,ko,negative,ordinary_negative,,저녁에 냉장고에 넣어 놨어.,저녁에 냉장고에 넣어 놨어,v4s_ko_a1bd10bcd28e8616,v4s_ko_a1bd10bcd28e8616,train,okja_original_scripts,project-owned original text
v4s_ko_9780bc603d08ba86,v4s_ko_9780bc603d08ba86,ko,negative,ordinary_negative,,주말에 잠깐만 기다려 봐.,주말에 잠깐만 기다려 봐,v4s_ko_9780bc603d08ba86,v4s_ko_9780bc603d08ba86,train,okja_original_scripts,project-owned original text
v4s_ko_246f33e88ad601f3,v4s_ko_246f33e88ad601f3,ko,negative,ordinary_negative,,지금 조금 있다가 다시 이야기하자.,지금 조금 있다가 다시 이야기하자,v4s_ko_246f33e88ad601f3,v4s_ko_246f33e88ad601f3,train,okja_original_scripts,project-owned original text
v4s_ko_db8fb37f1c2f2fed,v4s_ko_db8fb37f1c2f2fed,ko,negative,ordinary_negative,,지금 잠깐만 기다려 봐.,지금 잠깐만 기다려 봐,v4s_ko_db8fb37f1c2f2fed,v4s_ko_db8fb37f1c2f2fed,train,okja_original_scripts,project-owned original text
v4s_ko_e9752bc8d054fcb9,v4s_ko_e9752bc8d054fcb9,ko,negative,ordinary_negative,,오늘 소리가 너무 큰 것 같아.,오늘 소리가 너무 큰 것 같아,v4s_ko_e9752bc8d054fcb9,v4s_ko_e9752bc8d054fcb9,train,okja_original_scripts,project-owned original text
v4s_ko_3935e06f8efd850f,v4s_ko_3935e06f8efd850f,ko,negative,ordinary_negative,,전화 끝나고 잠깐만 기다려 봐.,전화 끝나고 잠깐만 기다려 봐,v4s_ko_3935e06f8efd850f,v4s_ko_3935e06f8efd850f,train,okja_original_scripts,project-owned original text
v4s_ko_075aeeefd6ebf9c8,v4s_ko_075aeeefd6ebf9c8,ko,negative,ordinary_negative,,오늘 문이 열려 있는 것 같은데.,오늘 문이 열려 있는 것 같은데,v4s_ko_075aeeefd6ebf9c8,v4s_ko_075aeeefd6ebf9c8,train,okja_original_scripts,project-owned original text
v4s_ko_07da1f98a2b4f4b2,v4s_ko_07da1f98a2b4f4b2,ko,negative,ordinary_negative,,전화 끝나고 비가 오는 것 같아.,전화 끝나고 비가 오는 것 같아,v4s_ko_07da1f98a2b4f4b2,v4s_ko_07da1f98a2b4f4b2,train,okja_original_scripts,project-owned original text
v4s_ko_543ade7ec0efd251,v4s_ko_543ade7ec0efd251,ko,negative,ordinary_negative,,저녁에 커피 한 잔 마실래?,저녁에 커피 한 잔 마실래,v4s_ko_543ade7ec0efd251,v4s_ko_543ade7ec0efd251,train,okja_original_scripts,project-owned original text
v4s_ko_0d72b6ced577b130,v4s_ko_0d72b6ced577b130,ko,negative,ordinary_negative,,오늘 그 사람 이름이 뭐였지?,오늘 그 사람 이름이 뭐였지,v4s_ko_0d72b6ced577b130,v4s_ko_0d72b6ced577b130,train,okja_original_scripts,project-owned original text
v4s_ko_0e36895b7e784a72,v4s_ko_0e36895b7e784a72,ko,negative,ordinary_negative,,지금 전화가 계속 오네.,지금 전화가 계속 오네,v4s_ko_0e36895b7e784a72,v4s_ko_0e36895b7e784a72,train,okja_original_scripts,project-owned original text
v4s_ko_7e372cb172c21626,v4s_ko_7e372cb172c21626,ko,negative,ordinary_negative,,지금 냉장고에 넣어 놨어.,지금 냉장고에 넣어 놨어,v4s_ko_7e372cb172c21626,v4s_ko_7e372cb172c21626,validation,okja_original_scripts,project-owned original text
v4s_ko_a1a28ec9dd7adfb7,v4s_ko_a1a28ec9dd7adfb7,ko,negative,ordinary_negative,,오늘 택배 어디 뒀어?,오늘 택배 어디 뒀어,v4s_ko_a1a28ec9dd7adfb7,v4s_ko_a1a28ec9dd7adfb7,train,okja_original_scripts,project-owned original text
v4s_ko_34d0fd3320861ca0,v4s_ko_34d0fd3320861ca0,ko,negative,ordinary_negative,,오늘 전화가 계속 오네.,오늘 전화가 계속 오네,v4s_ko_34d0fd3320861ca0,v4s_ko_34d0fd3320861ca0,train,okja_original_scripts,project-owned original text
v4s_ko_2a5ab6de119e6bb4,v4s_ko_2a5ab6de119e6bb4,ko,negative,ordinary_negative,,점심에 잠깐만 기다려 봐.,점심에 잠깐만 기다려 봐,v4s_ko_2a5ab6de119e6bb4,v4s_ko_2a5ab6de119e6bb4,train,okja_original_scripts,project-owned original text
v4s_ko_24ef57fcfd9020d3,v4s_ko_24ef57fcfd9020d3,ko,negative,ordinary_negative,,텔레비전 보다가 오늘은 집에서 쉬고 싶어.,텔레비전 보다가 오늘은 집에서 쉬고 싶어,v4s_ko_24ef57fcfd9020d3,v4s_ko_24ef57fcfd9020d3,train,okja_original_scripts,project-owned original text
v4s_ko_240bc881868743da,v4s_ko_240bc881868743da,ko,negative,ordinary_negative,,내일 냉장고에 넣어 놨어.,내일 냉장고에 넣어 놨어,v4s_ko_240bc881868743da,v4s_ko_240bc881868743da,train,okja_original_scripts,project-owned original text
v4s_ko_3822fc50cb4367d4,v4s_ko_3822fc50cb4367d4,ko,negative,ordinary_negative,,밥 먹고 오늘은 집에서 쉬고 싶어.,밥 먹고 오늘은 집에서 쉬고 싶어,v4s_ko_3822fc50cb4367d4,v4s_ko_3822fc50cb4367d4,train,okja_original_scripts,project-owned original text
v4s_ko_6d03104a965870fd,v4s_ko_6d03104a965870fd,ko,negative,ordinary_negative,,전화 끝나고 창문 좀 닫아줘.,전화 끝나고 창문 좀 닫아줘,v4s_ko_6d03104a965870fd,v4s_ko_6d03104a965870fd,train,okja_original_scripts,project-owned original text
v4s_ko_412962546797f8f5,v4s_ko_412962546797f8f5,ko,negative,ordinary_negative,,밖에 나가기 전에 문이 열려 있는 것 같은데.,밖에 나가기 전에 문이 열려 있는 것 같은데,v4s_ko_412962546797f8f5,v4s_ko_412962546797f8f5,train,okja_original_scripts,project-owned original text
v4s_ko_0c4a2498618a98dd,v4s_ko_0c4a2498618a98dd,ko,negative,ordinary_negative,,내일 문이 열려 있는 것 같은데.,내일 문이 열려 있는 것 같은데,v4s_ko_0c4a2498618a98dd,v4s_ko_0c4a2498618a98dd,validation,okja_original_scripts,project-owned original text
v4s_ko_97083434e7085fd1,v4s_ko_97083434e7085fd1,ko,negative,ordinary_negative,,저녁에 조금 있다가 다시 이야기하자.,저녁에 조금 있다가 다시 이야기하자,v4s_ko_97083434e7085fd1,v4s_ko_97083434e7085fd1,train,okja_original_scripts,project-owned original text
v4s_ko_b70b5c2f15ac6410,v4s_ko_b70b5c2f15ac6410,ko,negative,ordinary_negative,,주말에 오늘은 집에서 쉬고 싶어.,주말에 오늘은 집에서 쉬고 싶어,v4s_ko_b70b5c2f15ac6410,v4s_ko_b70b5c2f15ac6410,validation,okja_original_scripts,project-owned original text
v4s_ko_7300e3f32bf02b0d,v4s_ko_7300e3f32bf02b0d,ko,negative,ordinary_negative,,아까 비가 오는 것 같아.,아까 비가 오는 것 같아,v4s_ko_7300e3f32bf02b0d,v4s_ko_7300e3f32bf02b0d,train,okja_original_scripts,project-owned original text
v4s_ko_9b454eef37569429,v4s_ko_9b454eef37569429,ko,negative,ordinary_negative,,오늘 몇 시에 출발할 거야?,오늘 몇 시에 출발할 거야,v4s_ko_9b454eef37569429,v4s_ko_9b454eef37569429,train,okja_original_scripts,project-owned original text
v4s_ko_668de66e4e9a75dc,v4s_ko_668de66e4e9a75dc,ko,negative,ordinary_negative,,밖에 나가기 전에 소리가 너무 큰 것 같아.,밖에 나가기 전에 소리가 너무 큰 것 같아,v4s_ko_668de66e4e9a75dc,v4s_ko_668de66e4e9a75dc,train,okja_original_scripts,project-owned original text
v4s_ko_85034cb5326cf5e0,v4s_ko_85034cb5326cf5e0,ko,negative,ordinary_negative,,주말에 소리가 너무 큰 것 같아.,주말에 소리가 너무 큰 것 같아,v4s_ko_85034cb5326cf5e0,v4s_ko_85034cb5326cf5e0,train,okja_original_scripts,project-owned original text
v4s_ko_b5722b35d5461f17,v4s_ko_b5722b35d5461f17,ko,negative,ordinary_negative,,전화 끝나고 커피 한 잔 마실래?,전화 끝나고 커피 한 잔 마실래,v4s_ko_b5722b35d5461f17,v4s_ko_b5722b35d5461f17,train,okja_original_scripts,project-owned original text
v4s_ko_377aa3d07c24e393,v4s_ko_377aa3d07c24e393,ko,negative,ordinary_negative,,전화 끝나고 전화가 계속 오네.,전화 끝나고 전화가 계속 오네,v4s_ko_377aa3d07c24e393,v4s_ko_377aa3d07c24e393,train,okja_original_scripts,project-owned original text
v4s_ko_9a2b5015f60464a6,v4s_ko_9a2b5015f60464a6,ko,negative,ordinary_negative,,점심에 문이 열려 있는 것 같은데.,점심에 문이 열려 있는 것 같은데,v4s_ko_9a2b5015f60464a6,v4s_ko_9a2b5015f60464a6,train,okja_original_scripts,project-owned original text
v4s_ko_2a8ac060e8623939,v4s_ko_2a8ac060e8623939,ko,negative,ordinary_negative,,주말에 문이 열려 있는 것 같은데.,주말에 문이 열려 있는 것 같은데,v4s_ko_2a8ac060e8623939,v4s_ko_2a8ac060e8623939,train,okja_original_scripts,project-owned original text
v4s_ko_e53262c7ef5f996e,v4s_ko_e53262c7ef5f996e,ko,negative,ordinary_negative,,밖에 나가기 전에 이거 어디에서 샀어?,밖에 나가기 전에 이거 어디에서 샀어,v4s_ko_e53262c7ef5f996e,v4s_ko_e53262c7ef5f996e,train,okja_original_scripts,project-owned original text
v4s_ko_df9099abf748191a,v4s_ko_df9099abf748191a,ko,negative,ordinary_negative,,지금 그 사람 이름이 뭐였지?,지금 그 사람 이름이 뭐였지,v4s_ko_df9099abf748191a,v4s_ko_df9099abf748191a,validation,okja_original_scripts,project-owned original text
v4s_ko_73f85e2e6ed0c6ca,v4s_ko_73f85e2e6ed0c6ca,ko,negative,ordinary_negative,,저녁에 뭐 먹을까?,저녁에 뭐 먹을까,v4s_ko_73f85e2e6ed0c6ca,v4s_ko_73f85e2e6ed0c6ca,train,okja_original_scripts,project-owned original text
v4s_ko_8d653324195a24c7,v4s_ko_8d653324195a24c7,ko,negative,ordinary_negative,,내일 몇 시에 출발할 거야?,내일 몇 시에 출발할 거야,v4s_ko_8d653324195a24c7,v4s_ko_8d653324195a24c7,train,okja_original_scripts,project-owned original text
v4s_ko_8e53396860d03b77,v4s_ko_8e53396860d03b77,ko,negative,ordinary_negative,,내일 소리가 너무 큰 것 같아.,내일 소리가 너무 큰 것 같아,v4s_ko_8e53396860d03b77,v4s_ko_8e53396860d03b77,train,okja_original_scripts,project-owned original text
v4s_ko_954cff5a67e86e48,v4s_ko_954cff5a67e86e48,ko,negative,ordinary_negative,,주말에 이거 어디에서 샀어?,주말에 이거 어디에서 샀어,v4s_ko_954cff5a67e86e48,v4s_ko_954cff5a67e86e48,train,okja_original_scripts,project-owned original text
v4s_ko_34c8c4d3036997b4,v4s_ko_34c8c4d3036997b4,ko,negative,ordinary_negative,,점심에 창문 좀 닫아줘.,점심에 창문 좀 닫아줘,v4s_ko_34c8c4d3036997b4,v4s_ko_34c8c4d3036997b4,train,okja_original_scripts,project-owned original text
v4s_ko_531340ffee45c0a7,v4s_ko_531340ffee45c0a7,ko,negative,ordinary_negative,,집에 오면 소리가 너무 큰 것 같아.,집에 오면 소리가 너무 큰 것 같아,v4s_ko_531340ffee45c0a7,v4s_ko_531340ffee45c0a7,train,okja_original_scripts,project-owned original text
v4s_ko_79c7c6d2e69f5dfb,v4s_ko_79c7c6d2e69f5dfb,ko,negative,ordinary_negative,,주말에 전화가 계속 오네.,주말에 전화가 계속 오네,v4s_ko_79c7c6d2e69f5dfb,v4s_ko_79c7c6d2e69f5dfb,train,okja_original_scripts,project-owned original text
v4s_ko_1f1f3fa088516337,v4s_ko_1f1f3fa088516337,ko,negative,ordinary_negative,,주말에 그 사람 이름이 뭐였지?,주말에 그 사람 이름이 뭐였지,v4s_ko_1f1f3fa088516337,v4s_ko_1f1f3fa088516337,train,okja_original_scripts,project-owned original text
v4s_ko_78446e239d62257d,v4s_ko_78446e239d62257d,ko,negative,ordinary_negative,,텔레비전 보다가 조금 있다가 다시 이야기하자.,텔레비전 보다가 조금 있다가 다시 이야기하자,v4s_ko_78446e239d62257d,v4s_ko_78446e239d62257d,train,okja_original_scripts,project-owned original text
v4s_ko_8da316084bc2d4ea,v4s_ko_8da316084bc2d4ea,ko,negative,ordinary_negative,,텔레비전 보다가 잠깐만 기다려 봐.,텔레비전 보다가 잠깐만 기다려 봐,v4s_ko_8da316084bc2d4ea,v4s_ko_8da316084bc2d4ea,train,okja_original_scripts,project-owned original text
v4s_ko_671eda6d8a5c06da,v4s_ko_671eda6d8a5c06da,ko,negative,ordinary_negative,,지금 오늘은 집에서 쉬고 싶어.,지금 오늘은 집에서 쉬고 싶어,v4s_ko_671eda6d8a5c06da,v4s_ko_671eda6d8a5c06da,validation,okja_original_scripts,project-owned original text
v4s_ko_8a0ea43be3115cae,v4s_ko_8a0ea43be3115cae,ko,negative,ordinary_negative,,저녁에 비가 오는 것 같아.,저녁에 비가 오는 것 같아,v4s_ko_8a0ea43be3115cae,v4s_ko_8a0ea43be3115cae,train,okja_original_scripts,project-owned original text
v4s_ko_8247c6f12f8e9d12,v4s_ko_8247c6f12f8e9d12,ko,negative,ordinary_negative,,내일 그 사람 이름이 뭐였지?,내일 그 사람 이름이 뭐였지,v4s_ko_8247c6f12f8e9d12,v4s_ko_8247c6f12f8e9d12,validation,okja_original_scripts,project-owned original text
v4s_ko_8fbcf892b0bbeb20,v4s_ko_8fbcf892b0bbeb20,ko,negative,ordinary_negative,,아까 그 사람 이름이 뭐였지?,아까 그 사람 이름이 뭐였지,v4s_ko_8fbcf892b0bbeb20,v4s_ko_8fbcf892b0bbeb20,train,okja_original_scripts,project-owned original text
v4s_ko_0bf28ee5c2d7ce8a,v4s_ko_0bf28ee5c2d7ce8a,ko,negative,ordinary_negative,,집에 오면 조금 있다가 다시 이야기하자.,집에 오면 조금 있다가 다시 이야기하자,v4s_ko_0bf28ee5c2d7ce8a,v4s_ko_0bf28ee5c2d7ce8a,train,okja_original_scripts,project-owned original text
v4s_ko_ae2d61d9c19c4315,v4s_ko_ae2d61d9c19c4315,ko,negative,ordinary_negative,,집에 오면 오늘은 집에서 쉬고 싶어.,집에 오면 오늘은 집에서 쉬고 싶어,v4s_ko_ae2d61d9c19c4315,v4s_ko_ae2d61d9c19c4315,train,okja_original_scripts,project-owned original text
v4s_ko_bde0de68c5f296e3,v4s_ko_bde0de68c5f296e3,ko,negative,ordinary_negative,,전화 끝나고 그 사람 이름이 뭐였지?,전화 끝나고 그 사람 이름이 뭐였지,v4s_ko_bde0de68c5f296e3,v4s_ko_bde0de68c5f296e3,train,okja_original_scripts,project-owned original text
v4s_ko_59c464e08e1d5894,v4s_ko_59c464e08e1d5894,ko,negative,ordinary_negative,,지금 소리가 너무 큰 것 같아.,지금 소리가 너무 큰 것 같아,v4s_ko_59c464e08e1d5894,v4s_ko_59c464e08e1d5894,validation,okja_original_scripts,project-owned original text
v4s_ko_6cb743354117992f,v4s_ko_6cb743354117992f,ko,negative,ordinary_negative,,텔레비전 보다가 냉장고에 넣어 놨어.,텔레비전 보다가 냉장고에 넣어 놨어,v4s_ko_6cb743354117992f,v4s_ko_6cb743354117992f,train,okja_original_scripts,project-owned original text
